source_id,role,regime,primary_pair_id,coordination_pair_id,trajectory_nll,compatibility_tail,reliability_bin,outer_threshold,outer_exceedance
regime_0_source_00,normal_scheduled_transition,0,regime_0_source_00_primary,,1.7102338075637817,1.9829514207356624,1,2.7751895039398384,0
regime_0_source_00,incompatible_timing_transition,0,regime_0_source_00_primary,,1.5544105768203735,1.431454757238744,1,2.7751895039398384,0
regime_0_source_00,normal_coordinated_transition,0,,regime_0_source_00_coordination,1.7179007530212402,2.0614230361771577,1,2.7751895039398384,0
regime_0_source_00,unsupported_transition,0,,regime_0_source_00_coordination,1.4254924058914185,1.0405884485517323,1,2.7751895039398384,0
regime_0_source_00,no_event_normal_control,0,,,1.0874453783035278,0.5872673192659328,1,2.7751895039398384,0
regime_0_source_01,normal_scheduled_transition,0,regime_0_source_01_primary,,1.6073284149169922,2.159484249353372,0,2.8227784667636366,0
regime_0_source_01,incompatible_timing_transition,0,regime_0_source_01_primary,,1.948285460472107,4.557379522151743,0,2.8227784667636366,1
regime_0_source_01,normal_coordinated_transition,0,,regime_0_source_01_coordination,1.4997135400772095,1.6306401200847034,0,2.8227784667636366,0
regime_0_source_01,unsupported_transition,0,,regime_0_source_01_coordination,1.2930792570114136,1.3252584705335215,0,2.8227784667636366,0
regime_0_source_01,no_event_normal_control,0,,,0.8224777579307556,0.5997460054715446,0,2.8227784667636366,0
regime_0_source_02,normal_scheduled_transition,0,regime_0_source_02_primary,,1.6761646270751953,2.6602595372658615,0,2.8227784667636366,0
regime_0_source_02,incompatible_timing_transition,0,regime_0_source_02_primary,,1.5330028533935547,1.8058442091097942,0,2.8227784667636366,0
regime_0_source_02,normal_coordinated_transition,0,,regime_0_source_02_coordination,1.739966869354248,3.4587672334836332,0,2.8227784667636366,1
regime_0_source_02,unsupported_transition,0,,regime_0_source_02_coordination,1.4251750707626343,1.4512991914288864,0,2.8227784667636366,0
regime_0_source_02,no_event_normal_control,0,,,0.42616403102874756,0.14256306465487048,0,2.8227784667636366,0
regime_0_source_03,normal_scheduled_transition,0,regime_0_source_03_primary,,1.567736268043518,1.4759065198095778,1,2.7751895039398384,0
regime_0_source_03,incompatible_timing_transition,0,regime_0_source_03_primary,,1.9139976501464844,2.7751895039398384,1,2.7751895039398384,0
regime_0_source_03,normal_coordinated_transition,0,,regime_0_source_03_coordination,1.4955863952636719,1.2258555155754438,1,2.7751895039398384,0
regime_0_source_03,unsupported_transition,0,,regime_0_source_03_coordination,1.2407335042953491,0.8115797777851245,1,2.7751895039398384,0
regime_0_source_03,no_event_normal_control,0,,,0.4457283020019531,0.0839464211540098,1,2.7751895039398384,0
regime_0_source_04,normal_scheduled_transition,0,regime_0_source_04_primary,,1.7546013593673706,3.8642323415917974,0,2.8227784667636366,1
regime_0_source_04,incompatible_timing_transition,0,regime_0_source_04_primary,,1.5886703729629517,2.100643749330439,0,2.8227784667636366,0
regime_0_source_04,normal_coordinated_transition,0,,regime_0_source_04_coordination,1.674473762512207,2.61146937309643,0,2.8227784667636366,0
regime_0_source_04,unsupported_transition,0,,regime_0_source_04_coordination,1.4229191541671753,1.4512991914288864,0,2.8227784667636366,0
regime_0_source_04,no_event_normal_control,0,,,1.0571869611740112,0.9464616095075185,0,2.8227784667636366,0
regime_0_source_05,normal_scheduled_transition,0,regime_0_source_05_primary,,1.583740234375,2.100643749330439,0,2.8227784667636366,0
regime_0_source_05,incompatible_timing_transition,0,regime_0_source_05_primary,,1.9660900831222534,4.557379522151743,0,2.8227784667636366,1
regime_0_source_05,normal_coordinated_transition,0,,regime_0_source_05_coordination,1.4892910718917847,1.6129405429853025,0,2.8227784667636366,0
regime_0_source_05,unsupported_transition,0,,regime_0_source_05_coordination,1.2187057733535767,1.2371512030232548,0,2.8227784667636366,0
regime_0_source_05,no_event_normal_control,0,,,0.6076701283454895,0.3933016219149671,0,2.8227784667636366,0
regime_0_source_06,normal_scheduled_transition,0,regime_0_source_06_primary,,1.71348237991333,3.1710851610318525,0,2.8227784667636366,1
regime_0_source_06,incompatible_timing_transition,0,regime_0_source_06_primary,,1.558841347694397,1.967112356705916,0,2.8227784667636366,0
regime_0_source_06,normal_coordinated_transition,0,,regime_0_source_06_coordination,1.6942483186721802,2.8227784667636366,0,2.8227784667636366,0
regime_0_source_06,unsupported_transition,0,,regime_0_source_06_coordination,1.4457873106002808,1.5451179466465415,0,2.8227784667636366,0
regime_0_source_06,no_event_normal_control,0,,,0.4005075693130493,0.11865754380131599,0,2.8227784667636366,0
regime_0_source_07,normal_scheduled_transition,0,regime_0_source_07_primary,,1.5680756568908691,1.9924301646902063,0,2.8227784667636366,0
regime_0_source_07,incompatible_timing_transition,0,regime_0_source_07_primary,,1.878333568572998,4.557379522151743,0,2.8227784667636366,1
regime_0_source_07,normal_coordinated_transition,0,,regime_0_source_07_coordination,1.4788357019424438,1.5955488002734333,0,2.8227784667636366,0
regime_0_source_07,unsupported_transition,0,,regime_0_source_07_coordination,1.2206249237060547,1.2371512030232548,0,2.8227784667636366,0
regime_0_source_07,no_event_normal_control,0,,,2.021392583847046,4.962844630259907,0,2.8227784667636366,1
regime_1_source_00,normal_scheduled_transition,1,regime_1_source_00_primary,,1.6881890296936035,1.927891643552635,1,2.7751895039398384,0
regime_1_source_00,incompatible_timing_transition,1,regime_1_source_00_primary,,1.5367522239685059,1.3785323557844016,1,2.7751895039398384,0
regime_1_source_00,normal_coordinated_transition,1,,regime_1_source_00_coordination,1.7460217475891113,2.169053700369523,1,2.7751895039398384,0
regime_1_source_00,unsupported_transition,1,,regime_1_source_00_coordination,1.4085127115249634,1.0187694011570925,1,2.7751895039398384,0
regime_1_source_00,no_event_normal_control,1,,,0.5945048332214355,0.1880522315029396,1,2.7751895039398384,0
regime_1_source_01,normal_scheduled_transition,1,regime_1_source_01_primary,,1.6101211309432983,1.5837954818207627,1,2.7751895039398384,0
regime_1_source_01,incompatible_timing_transition,1,regime_1_source_01_primary,,1.935450553894043,2.7751895039398384,1,2.7751895039398384,0
regime_1_source_01,normal_coordinated_transition,1,,regime_1_source_01_coordination,1.4532958269119263,1.1169614273363062,1,2.7751895039398384,0
regime_1_source_01,unsupported_transition,1,,regime_1_source_01_coordination,1.2610143423080444,0.8352495218710292,1,2.7751895039398384,0
regime_1_source_01,no_event_normal_control,1,,,0.9943868517875671,0.5022048807220837,1,2.7751895039398384,0
regime_1_source_02,normal_scheduled_transition,1,regime_1_source_02_primary,,1.7349058389663696,2.0820423233798935,1,2.7751895039398384,0
regime_1_source_02,incompatible_timing_transition,1,regime_1_source_02_primary,,1.574872612953186,1.4873352156332005,1,2.7751895039398384,0
regime_1_source_02,normal_coordinated_transition,1,,regime_1_source_02_coordination,1.6782923936843872,1.8757058903820647,1,2.7751895039398384,0
regime_1_source_02,unsupported_transition,1,,regime_1_source_02_coordination,1.4103635549545288,1.0187694011570925,1,2.7751895039398384,0
regime_1_source_02,no_event_normal_control,1,,,0.7142688632011414,0.24613306953890846,1,2.7751895039398384,0
regime_1_source_03,normal_scheduled_transition,1,regime_1_source_03_primary,,1.390854001045227,1.0187694011570925,1,2.7751895039398384,0
regime_1_source_03,incompatible_timing_transition,1,regime_1_source_03_primary,,1.6522141695022583,1.7337356291116774,1,2.7751895039398384,0
regime_1_source_03,normal_coordinated_transition,1,,regime_1_source_03_coordination,1.955623745918274,2.8177491183586345,1,2.7751895039398384,1
regime_1_source_03,unsupported_transition,1,,regime_1_source_03_coordination,1.371873378753662,0.9974162766865234,1,2.7751895039398384,0
regime_1_source_03,no_event_normal_control,1,,,0.9593568444252014,0.45607510899458237,1,2.7751895039398384,0
regime_1_source_04,normal_scheduled_transition,1,regime_1_source_04_primary,,1.7307263612747192,2.0614230361771577,1,2.7751895039398384,0
regime_1_source_04,incompatible_timing_transition,1,regime_1_source_04_primary,,1.5753607749938965,1.4873352156332005,1,2.7751895039398384,0
regime_1_source_04,normal_coordinated_transition,1,,regime_1_source_04_coordination,1.688433051109314,1.927891643552635,1,2.7751895039398384,0
regime_1_source_04,unsupported_transition,1,,regime_1_source_04_coordination,1.4566574096679688,1.1169614273363062,1,2.7751895039398384,0
regime_1_source_04,no_event_normal_control,1,,,1.7550581693649292,2.2155737160044158,1,2.7751895039398384,0
regime_1_source_05,normal_scheduled_transition,1,regime_1_source_05_primary,,1.5938949584960938,1.5587941796153455,1,2.7751895039398384,0
regime_1_source_05,incompatible_timing_transition,1,regime_1_source_05_primary,,1.8635731935501099,2.695146796266302,1,2.7751895039398384,0
regime_1_source_05,normal_coordinated_transition,1,,regime_1_source_05_coordination,1.463077425956726,1.1249295969854831,1,2.7751895039398384,0
regime_1_source_05,unsupported_transition,1,,regime_1_source_05_coordination,1.287458896636963,0.8906483012608174,1,2.7751895039398384,0
regime_1_source_05,no_event_normal_control,1,,,0.9314109683036804,0.4317824164255378,1,2.7751895039398384,0
regime_1_source_06,normal_scheduled_transition,1,regime_1_source_06_primary,,4.3628621101379395,5.953243334287785,1,2.7751895039398384,1
regime_1_source_06,incompatible_timing_transition,1,regime_1_source_06_primary,,3.555109739303589,4.854631045619675,1,2.7751895039398384,1
regime_1_source_06,normal_coordinated_transition,1,,regime_1_source_06_coordination,1.2864223718643188,0.8843391320675527,1,2.7751895039398384,0
regime_1_source_06,unsupported_transition,1,,regime_1_source_06_coordination,1.9914735555648804,2.8622008809294686,1,2.7751895039398384,1
regime_1_source_06,no_event_normal_control,1,,,0.6217496991157532,0.2006706954621511,1,2.7751895039398384,0
regime_1_source_07,normal_scheduled_transition,1,regime_1_source_07_primary,,1.4788470268249512,1.1996531431814197,1,2.7751895039398384,0
regime_1_source_07,incompatible_timing_transition,1,regime_1_source_07_primary,,1.7885340452194214,2.3978952727983707,1,2.7751895039398384,0
regime_1_source_07,normal_coordinated_transition,1,,regime_1_source_07_coordination,1.5830106735229492,1.4873352156332005,1,2.7751895039398384,0
regime_1_source_07,unsupported_transition,1,,regime_1_source_07_coordination,1.1996859312057495,0.7602864833975739,1,2.7751895039398384,0
regime_1_source_07,no_event_normal_control,1,,,0.6779913902282715,0.2231435513142097,1,2.7751895039398384,0
